"Time (s) Run #4","Temperature (°C) Run #4"
86.400,93.3
86.450,93.3
86.500,93.3
86.550,93.3
86.600,93.3
86.650,93.3
86.700,93.3
86.750,93.3
86.800,93.4
86.850,93.4
86.900,93.4
86.950,93.4
87.000,93.3
87.050,93.4
87.100,93.4
87.150,93.4
87.200,93.4
87.250,93.4
87.300,93.4
87.350,93.4
87.400,93.4
87.450,93.4
87.500,93.4
87.550,93.4
87.600,93.4
87.650,93.4
87.700,93.4
87.750,93.4
87.800,93.4
87.850,93.4
87.900,93.3
87.950,93.4
88.000,93.3
88.050,93.3
88.100,93.3
88.150,93.3
88.200,93.3
88.250,93.3
88.300,93.3
88.350,93.3
88.400,93.3
88.450,93.3
88.500,93.3
88.550,93.3
88.600,93.3
88.650,93.3
88.700,93.3
88.750,93.3
88.800,93.3
88.850,93.3
88.900,93.3
88.950,93.2
89.000,93.2
89.050,93.2
89.100,93.2
89.150,93.2
89.200,93.2
89.250,93.2
89.300,93.2
89.350,93.2
89.400,93.2
89.450,93.2
89.500,93.2
89.550,93.2
89.600,93.2
89.650,93.2
89.700,93.2
89.750,93.2
89.800,93.2
89.850,93.2
89.900,93.2
89.950,93.2
90.000,93.2
90.050,93.2
90.100,93.2
90.150,93.1
90.200,93.1
90.250,93.2
90.300,93.1
90.350,93.1
90.400,93.1
90.450,93.1
90.500,93.1
90.550,93.1
90.600,93.1
90.650,93.1
90.700,93.1
90.750,93.1
90.800,93.1
90.850,93.1
90.900,93.1
90.950,93.1
91.000,93.1
91.050,93.1
91.100,93.1
91.150,93.1
91.200,93.1
91.250,93.1
91.300,93.1
91.350,93.1
91.400,93.0
91.450,93.0
91.500,93.1
91.550,93.0
91.600,93.0
91.650,93.0
91.700,93.0
91.750,93.0
91.800,93.0
91.850,93.0
91.900,93.0
91.950,93.0
92.000,93.0
92.050,93.0
92.100,93.0
92.150,93.0
92.200,93.0
92.250,93.0
92.300,93.0
92.350,93.0
92.400,93.0
92.450,93.0
92.500,93.0
92.550,93.0
92.600,93.0
92.650,93.0
92.700,93.0
92.750,93.0
92.800,93.0
92.850,93.0
92.900,93.0
92.950,93.0
93.000,93.0
93.050,93.0
93.100,93.0
93.150,93.0
93.200,92.9
93.250,93.0
93.300,93.0
93.350,92.9
93.400,92.9
93.450,92.9
93.500,92.9
93.550,92.9
93.600,92.9
93.650,92.9
93.700,92.9
93.750,92.9
93.800,92.9
93.850,92.9
93.900,92.9
93.950,92.9
94.000,92.9
94.050,92.9
94.100,92.9
94.150,92.9
94.200,93.0
94.250,92.9
94.300,93.0
94.350,93.0
94.400,93.0
94.450,93.0
94.500,93.0
94.550,93.0
94.600,93.0
94.650,93.0
94.700,93.0
94.750,93.0
94.800,93.0
94.850,93.0
94.900,93.0
94.950,93.0
95.000,93.0
95.050,93.0
95.100,93.0
95.150,93.0
95.200,93.0
95.250,93.0
95.300,93.0
95.350,93.0
95.400,93.0
95.450,93.0
95.500,93.1
95.550,93.1
95.600,93.1
95.650,93.1
95.700,93.1
95.750,93.1
95.800,93.1
95.850,93.1
95.900,93.1
95.950,93.1
96.000,93.1
96.050,93.1
96.100,93.1
96.150,93.1
96.200,93.1
96.250,93.1
96.300,93.1
96.350,93.1
96.400,93.1
96.450,93.1
96.500,93.1
96.550,93.1
96.600,93.1
96.650,93.1
96.700,93.1
96.750,93.1
96.800,93.1
96.850,93.1
96.900,93.1
96.950,93.1
97.000,93.1
97.050,93.1
97.100,93.1
97.150,93.1
97.200,93.1
97.250,93.1
97.300,93.1
97.350,93.1
97.400,93.1
97.450,93.1
97.500,93.1
97.550,93.1
97.600,93.1
97.650,93.1
97.700,93.1
97.750,93.1
97.800,93.1
97.850,93.1
97.900,93.1
97.950,93.1
98.000,93.1
98.050,93.1
98.100,93.1
98.150,93.1
98.200,93.1
98.250,93.1
98.300,93.1
98.350,93.1
98.400,93.1
98.450,93.1
98.500,93.1
98.550,93.1
98.600,93.1
98.650,93.1
98.700,93.1
98.750,93.0
98.800,93.0
98.850,93.0
98.900,93.0
98.950,93.0
99.000,93.0
99.050,93.0
99.100,93.0
99.150,93.0
99.200,93.0
99.250,93.0
99.300,93.0
99.350,93.0
99.400,93.0
99.450,93.0
99.500,93.0
99.550,92.9
99.600,93.0
99.650,92.9
99.700,92.9
99.750,92.9
99.800,92.9
99.850,92.9
99.900,92.9
99.950,92.9
100.000,92.9
100.050,92.9
100.100,92.9
100.150,92.9
100.200,92.9
100.250,92.9
100.300,92.9
100.350,92.9
100.400,92.9
100.450,92.9
100.500,92.8
100.550,92.8
100.600,92.8
100.650,92.8
100.700,92.8
100.750,92.8
100.800,92.8
100.850,92.8
100.900,92.8
100.950,92.8
101.000,92.8
101.050,92.8
101.100,92.8
101.150,92.8
101.200,92.8
101.250,92.8
101.300,92.8
101.350,92.8
101.400,92.8
101.450,92.7
101.500,92.7
101.550,92.7
101.600,92.7
101.650,92.7
101.700,92.7
101.750,92.7
101.800,92.7
101.850,92.7
101.900,92.7
101.950,92.7
102.000,92.7
102.050,92.7
102.100,92.7
102.150,92.7
102.200,92.7
102.250,92.7
102.300,92.7
102.350,92.6
102.400,92.6
102.450,92.6
102.500,92.6
102.550,92.6
102.600,92.6
102.650,92.6
102.700,92.6
102.750,92.6
102.800,92.6
102.850,92.6
102.900,92.6
102.950,92.6
103.000,92.6
103.050,92.6
103.100,92.6
103.150,92.6
103.200,92.6
103.250,92.5
103.300,92.5
103.350,92.5
103.400,92.5
103.450,92.5
103.500,92.5
103.550,92.5
103.600,92.5
103.650,92.5
103.700,92.5
103.750,92.5
103.800,92.5
103.850,92.5
103.900,92.5
103.950,92.5
104.000,92.5
104.050,92.5
104.100,92.5
104.150,92.5
104.200,92.4
104.250,92.4
104.300,92.4
104.350,92.4
104.400,92.4
104.450,92.4
104.500,92.4
104.550,92.4
104.600,92.4
104.650,92.4
104.700,92.4
104.750,92.4
104.800,92.4
104.850,92.4
104.900,92.4
104.950,92.4
105.000,92.4
105.050,92.4
105.100,92.4
105.150,92.4
105.200,92.4
105.250,92.4
105.300,92.4
105.350,92.3
105.400,92.3
105.450,92.3
105.500,92.3
105.550,92.3
105.600,92.3
105.650,92.3
105.700,92.3
105.750,92.3
105.800,92.3
105.850,92.3
105.900,92.3
105.950,92.3
106.000,92.3
106.050,92.3
106.100,92.3
106.150,92.3
106.200,92.3
106.250,92.3
106.300,92.3
106.350,92.3
106.400,92.3
106.450,92.3
106.500,92.3
106.550,92.3
106.600,92.3
106.650,92.3
106.700,92.3
106.750,92.3
106.800,92.3
106.850,92.3
106.900,92.3
106.950,92.3
107.000,92.3
107.050,92.3
107.100,92.3
107.150,92.3
107.200,92.3
107.250,92.3
107.300,92.3
107.350,92.3
107.400,92.3
107.450,92.3
107.500,92.4
107.550,92.4
107.600,92.4
107.650,92.4
107.700,92.4
107.750,92.4
107.800,92.4
107.850,92.4
107.900,92.4
107.950,92.4
108.000,92.4
108.050,92.4
108.100,92.4
108.150,92.4
108.200,92.4
108.250,92.4
108.300,92.4
108.350,92.4
108.400,92.4
108.450,92.4
108.500,92.4
108.550,92.4
108.600,92.4
108.650,92.4
108.700,92.4
108.750,92.4
108.800,92.4
108.850,92.4
108.900,92.4
108.950,92.4
109.000,92.4
109.050,92.4
109.100,92.4
109.150,92.4
109.200,92.4
109.250,92.4
109.300,92.4
109.350,92.4
109.400,92.4
109.450,92.4
109.500,92.4
109.550,92.4
109.600,92.4
109.650,92.4
109.700,92.4
109.750,92.4
109.800,92.4
109.850,92.4
109.900,92.4
109.950,92.4
110.000,92.4
110.050,92.4
110.100,92.4
110.150,92.4
110.200,92.4
110.250,92.4
110.300,92.4
110.350,92.4
110.400,92.4
110.450,92.4
110.500,92.4
110.550,92.4
110.600,92.4
110.650,92.4
110.700,92.4
110.750,92.4
110.800,92.4
110.850,92.4
110.900,92.4
110.950,92.4
111.000,92.4
111.050,92.4
111.100,92.4
111.150,92.4
111.200,92.4
111.250,92.4
111.300,92.3
111.350,92.3
111.400,92.3
111.450,92.3
111.500,92.3
111.550,92.3
111.600,92.3
111.650,92.3
111.700,92.3
111.750,92.3
111.800,92.3
111.850,92.3
111.900,92.3
111.950,92.3
112.000,92.3
112.050,92.3
112.100,92.3
112.150,92.2
112.200,92.2
112.250,92.2
112.300,92.2
112.350,92.2
112.400,92.2
112.450,92.2
112.500,92.2
112.550,92.2
112.600,92.2
112.650,92.2
112.700,92.2
112.750,92.2
112.800,92.2
112.850,92.2
112.900,92.2
112.950,92.2
113.000,92.2
113.050,92.1
113.100,92.2
113.150,92.1
113.200,92.1
113.250,92.1
113.300,92.1
113.350,92.1
113.400,92.1
113.450,92.1
113.500,92.1
113.550,92.1
113.600,92.1
113.650,92.1
113.700,92.1
113.750,92.1
113.800,92.1
113.850,92.1
113.900,92.1
113.950,92.1
114.000,92.0
114.050,92.0
114.100,92.0
114.150,92.0
114.200,92.0
114.250,92.0
114.300,92.0
114.350,92.0
114.400,92.0
114.450,92.0
114.500,92.0
114.550,92.0
114.600,92.0
114.650,92.0
114.700,92.0
114.750,92.0
114.800,92.0
114.850,92.0
114.900,92.0
114.950,92.0
115.000,92.0
115.050,92.0
115.100,92.0
115.150,92.0
115.200,92.0
115.250,92.0
115.300,92.0
115.350,92.0
115.400,92.0
115.450,92.0
115.500,92.0
115.550,92.0
115.600,92.0
115.650,92.0
115.700,92.0
115.750,92.0
115.800,92.0
115.850,92.0
115.900,92.0
115.950,92.0
116.000,92.0
116.050,92.0
116.100,92.0
116.150,92.0
116.200,92.0
116.250,92.0
116.300,92.0
116.350,92.1
116.400,92.1
116.450,92.1
116.500,92.1
116.550,92.1
116.600,92.1
116.650,92.1
116.700,92.1
116.750,92.1
116.800,92.1
116.850,92.1
116.900,92.1
116.950,92.1
117.000,92.1
117.050,92.1
117.100,92.1
117.150,92.1
117.200,92.1
117.250,92.1
117.300,92.1
117.350,92.1
117.400,92.1
117.450,92.1
117.500,92.1
117.550,92.1
117.600,92.1
117.650,92.1
117.700,92.1
117.750,92.1
117.800,92.2
117.850,92.2
117.900,92.2
117.950,92.2
118.000,92.2
118.050,92.2
118.100,92.2
118.150,92.2
118.200,92.2
118.250,92.2
118.300,92.2
118.350,92.2
118.400,92.2
118.450,92.2
118.500,92.2
118.550,92.2
118.600,92.2
118.650,92.2
118.700,92.2
118.750,92.2
118.800,92.2
118.850,92.2
118.900,92.2
118.950,92.2
119.000,92.2
119.050,92.2
119.100,92.2
119.150,92.2
119.200,92.2
119.250,92.2
119.300,92.2
119.350,92.2
119.400,92.2
119.450,92.2
119.500,92.2
119.550,92.2
119.600,92.2
119.650,92.2
119.700,92.2
119.750,92.2
119.800,92.2
119.850,92.2
119.900,92.2
119.950,92.2
120.000,92.2
120.050,92.2
120.100,92.2
120.150,92.2
120.200,92.2
120.250,92.2
120.300,92.2
120.350,92.2
120.400,92.2
120.450,92.2
120.500,92.2
120.550,92.2
120.600,92.2
120.650,92.2
120.700,92.2
120.750,92.2
120.800,92.2
120.850,92.2
120.900,92.2
120.950,92.2
121.000,92.2
121.050,92.2
121.100,92.2
121.150,92.2
121.200,92.2
121.250,92.2
121.300,92.2
121.350,92.2
121.400,92.2
121.450,92.2
121.500,92.2
121.550,92.2
121.600,92.2
121.650,92.2
121.700,92.2
121.750,92.2
121.800,92.2
121.850,92.2
121.900,92.2
121.950,92.2
122.000,92.2
122.050,92.2
122.100,92.2
122.150,92.2
122.200,92.2
122.250,92.2
122.300,92.1
122.350,92.1
122.400,92.1
122.450,92.1
122.500,92.1
122.550,92.1
122.600,92.1
122.650,92.1
122.700,92.1
122.750,92.1
122.800,92.1
122.850,92.1
122.900,92.1
122.950,92.1
123.000,92.1
123.050,92.1
123.100,92.1
123.150,92.1
123.200,92.0
123.250,92.0
123.300,92.0
123.350,92.0
123.400,92.0
123.450,92.0
123.500,92.0
123.550,92.0
123.600,92.0
123.650,92.0
123.700,92.0
123.750,92.0
123.800,92.0
123.850,92.0
123.900,92.0
123.950,92.0
124.000,92.0
124.050,92.0
124.100,92.0
124.150,92.0
124.200,92.0
124.250,92.0
124.300,92.0
124.350,92.0
124.400,92.0
124.450,92.0
124.500,91.9
124.550,92.0
124.600,92.0
124.650,92.0
124.700,91.9
124.750,92.0
124.800,91.9
124.850,91.9
124.900,91.9
124.950,91.9
125.000,91.9
125.050,91.9
125.100,91.9
125.150,91.9
125.200,91.9
125.250,91.9
125.300,91.9
125.350,91.9
125.400,91.9
125.450,91.9
125.500,91.9
125.550,91.9
125.600,91.9
125.650,91.9
125.700,91.9
125.750,91.9
125.800,91.9
125.850,91.9
125.900,91.9
125.950,91.9
126.000,91.9
126.050,91.9
126.100,91.9
126.150,91.9
126.200,91.9
126.250,91.9
126.300,91.9
126.350,91.9
126.400,91.9
126.450,91.9
126.500,91.9
126.550,91.9
126.600,91.9
126.650,91.9
126.700,91.9
126.750,91.9
126.800,91.9
126.850,91.9
126.900,91.9
126.950,91.9
127.000,91.9
127.050,91.9
127.100,91.9
127.150,91.9
127.200,91.9
127.250,91.9
127.300,91.9
127.350,91.9
127.400,91.9
127.450,91.9
127.500,91.9
127.550,91.9
127.600,91.9
127.650,91.9
127.700,91.9
127.750,91.9
127.800,91.9
127.850,91.9
127.900,91.9
127.950,91.9
128.000,91.9
128.050,91.9
128.100,91.9
128.150,91.9
128.200,91.9
128.250,91.9
128.300,91.9
128.350,91.9
128.400,91.9
128.450,91.9
128.500,91.9
128.550,91.9
128.600,91.9
128.650,91.9
128.700,91.9
128.750,91.9
128.800,91.9
128.850,91.9
128.900,91.9
128.950,91.9
129.000,91.9
129.050,91.9
129.100,91.9
129.150,91.9
129.200,91.9
129.250,91.9
129.300,91.9
129.350,91.9
129.400,91.9
129.450,91.9
129.500,92.0
129.550,91.9
129.600,91.9
129.650,91.9
129.700,92.0
129.750,92.0
129.800,92.0
129.850,92.0
129.900,92.0
129.950,92.0
130.000,92.0
130.050,92.0
130.100,92.0
130.150,92.0
130.200,92.0
130.250,92.0
130.300,92.0
130.350,92.0
130.400,92.0
130.450,92.0
130.500,92.0
130.550,92.0
130.600,92.0
130.650,92.0
130.700,92.0
130.750,92.0
130.800,92.0
130.850,92.0
130.900,92.0
130.950,92.0
131.000,92.0
131.050,92.0
131.100,92.0
131.150,92.0
131.200,92.0
131.250,92.0
131.300,92.0
131.350,92.0
131.400,92.0
131.450,92.0
131.500,92.0
131.550,92.0
131.600,92.0
131.650,92.0
131.700,92.0
131.750,92.0
131.800,92.0
131.850,92.0
131.900,92.0
131.950,92.0
132.000,92.0
132.050,92.0
132.100,92.0
132.150,92.0
132.200,92.0
132.250,92.0
132.300,92.0
132.350,92.0
132.400,92.0
132.450,92.0
132.500,92.0
132.550,92.0
132.600,92.0
132.650,92.0
132.700,92.0
132.750,92.0
132.800,92.0
132.850,92.0
132.900,92.0
132.950,92.0
133.000,92.0
133.050,92.0
133.100,92.0
133.150,92.0
133.200,92.0
133.250,92.0
133.300,92.0
133.350,92.0
133.400,92.0
133.450,92.0
133.500,92.0
133.550,92.0
133.600,92.0
133.650,92.0
133.700,92.0
133.750,92.0
133.800,92.0
133.850,92.0
133.900,92.0
133.950,92.0
134.000,92.0
134.050,92.0
134.100,92.0
134.150,92.0
134.200,92.0
134.250,92.0
134.300,92.0
134.350,92.0
134.400,92.0
134.450,92.0
134.500,92.0
134.550,92.0
134.600,92.0
134.650,92.0
134.700,92.0
134.750,92.0
134.800,92.0
134.850,92.0
134.900,92.0
134.950,92.0
135.000,92.0
135.050,92.0
135.100,92.0
135.150,92.0
135.200,92.0
135.250,92.0
135.300,92.0
135.350,91.9
135.400,91.9
135.450,91.9
135.500,91.9
135.550,91.9
135.600,91.9
135.650,91.9
135.700,91.9
135.750,91.9
135.800,91.9
135.850,91.9
135.900,91.9
135.950,91.9
136.000,91.9
136.050,91.9
136.100,91.9
136.150,91.9
136.200,91.9
136.250,91.8
136.300,91.8
136.350,91.8
136.400,91.8
136.450,91.8
136.500,91.8
136.550,91.8
136.600,91.8
136.650,91.8
136.700,91.8
136.750,91.8
136.800,91.8
136.850,91.8
136.900,91.8
136.950,91.8
137.000,91.8
137.050,91.8
137.100,91.8
137.150,91.8
137.200,91.8
137.250,91.8
137.300,91.8
137.350,91.7
137.400,91.7
137.450,91.7
137.500,91.7
137.550,91.7
137.600,91.8
137.650,91.7
137.700,91.8
137.750,91.8
137.800,91.8
137.850,91.8
137.900,91.8
137.950,91.8
138.000,91.8
138.050,91.8
138.100,91.8
138.150,91.8
138.200,91.8
138.250,91.8
138.300,91.8
138.350,91.8
138.400,91.8
138.450,91.8
138.500,91.8
138.550,91.8
138.600,91.8
138.650,91.8
138.700,91.8
138.750,91.8
138.800,91.8
138.850,91.8
138.900,91.8
138.950,91.8
139.000,91.8
139.050,91.8
139.100,91.8
139.150,91.8
139.200,91.8
139.250,91.8
139.300,91.8
139.350,91.8
139.400,91.8
139.450,91.8
139.500,91.8
139.550,91.8
139.600,91.8
139.650,91.8
139.700,91.8
139.750,91.8
139.800,91.8
139.850,91.8
139.900,91.8
139.950,91.8
140.000,91.8
140.050,91.8
140.100,91.8
140.150,91.8
140.200,91.8
140.250,91.8
140.300,91.8
140.350,91.8
140.400,91.8
140.450,91.7
140.500,91.7
140.550,91.7
140.600,91.7
140.650,91.7
140.700,91.7
140.750,91.7
140.800,91.7
140.850,91.7
140.900,91.7
140.950,91.7
141.000,91.7
141.050,91.7
141.100,91.7
141.150,91.7
141.200,91.7
141.250,91.7
141.300,91.7
141.350,91.7
141.400,91.7
141.450,91.7
141.500,91.7
141.550,91.7
141.600,91.7
141.650,91.7
141.700,91.7
141.750,91.7
141.800,91.7
141.850,91.7
141.900,91.7
141.950,91.7
142.000,91.7
142.050,91.7
142.100,91.7
142.150,91.7
142.200,91.7
142.250,91.7
142.300,91.7
142.350,91.7
142.400,91.7
142.450,91.7
142.500,91.7
142.550,91.7
142.600,91.7
142.650,91.7
142.700,91.7
142.750,91.7
142.800,91.7
142.850,91.7
142.900,91.7
142.950,91.7
143.000,91.7
143.050,91.7
143.100,91.7
143.150,91.7
143.200,91.7
143.250,91.7
143.300,91.7
143.350,91.7
143.400,91.7
143.450,91.7
143.500,91.7
143.550,91.7
143.600,91.7
143.650,91.7
143.700,91.6
143.750,91.6
143.800,91.6
143.850,91.6
143.900,91.6
143.950,91.6
144.000,91.6
144.050,91.6
144.100,91.6
144.150,91.6
144.200,91.6
144.250,91.6
144.300,91.6
144.350,91.6
144.400,91.6
144.450,91.6
144.500,91.6
144.550,91.6
144.600,91.6
144.650,91.6
144.700,91.6
144.750,91.6
144.800,91.6
144.850,91.6
144.900,91.6
144.950,91.6
145.000,91.6
145.050,91.6
145.100,91.6
145.150,91.6
145.200,91.6
145.250,91.6
145.300,91.6
145.350,91.6
145.400,91.6
145.450,91.6
145.500,91.6
145.550,91.6
145.600,91.6
145.650,91.6
145.700,91.6
145.750,91.6
145.800,91.6
145.850,91.6
145.900,91.6
145.950,91.6
146.000,91.6
146.050,91.6
146.100,91.6
146.150,91.6
146.200,91.6
146.250,91.6
146.300,91.6
146.350,91.6
146.400,91.6
146.450,91.6
146.500,91.6
146.550,91.6
146.600,91.6
146.650,91.6
146.700,91.6
146.750,91.6
146.800,91.5
146.850,91.5
146.900,91.5
146.950,91.5
147.000,91.5
147.050,91.5
147.100,91.5
147.150,91.5
147.200,91.5
147.250,91.5
147.300,91.5
147.350,91.5
147.400,91.5
147.450,91.5
147.500,91.5
147.550,91.5
147.600,91.5
147.650,91.5
147.700,91.5
147.750,91.4
147.800,91.4
147.850,91.4
147.900,91.4
147.950,91.4
148.000,91.4
148.050,91.4
148.100,91.4
148.150,91.4
148.200,91.4
148.250,91.4
148.300,91.4
148.350,91.4
148.400,91.4
148.450,91.4
148.500,91.3
148.550,91.3
148.600,91.3
148.650,91.3
148.700,91.3
148.750,91.3
148.800,91.3
148.850,91.3
148.900,91.3
148.950,91.3
149.000,91.3
149.050,91.3
149.100,91.3
149.150,91.3
149.200,91.3
149.250,91.3
149.300,91.3
149.350,91.3
149.400,91.3
149.450,91.3
149.500,91.3
149.550,91.3
149.600,91.2
149.650,91.2
149.700,91.2
149.750,91.2
149.800,91.2
149.850,91.2
149.900,91.2
149.950,91.2
150.000,91.2
150.050,91.2
150.100,91.2
150.150,91.2
150.200,91.2
150.250,91.2
150.300,91.2
150.350,91.2
150.400,91.2
150.450,91.2
150.500,91.2
150.550,91.2
150.600,91.2
150.650,91.2
150.700,91.2
150.750,91.2
150.800,91.2
150.850,91.2
150.900,91.2
150.950,91.2
151.000,91.2
151.050,91.2
151.100,91.2
151.150,91.2
151.200,91.2
151.250,91.2
151.300,91.2
151.350,91.2
151.400,91.2
151.450,91.2
151.500,91.2
151.550,91.2
151.600,91.2
151.650,91.2
151.700,91.2
151.750,91.2
151.800,91.2
151.850,91.2
151.900,91.2
151.950,91.2
152.000,91.2
152.050,91.2
152.100,91.2
152.150,91.2
152.200,91.2
152.250,91.2
152.300,91.2
152.350,91.2
152.400,91.2
152.450,91.2
152.500,91.2
152.550,91.2
152.600,91.2
152.650,91.2
152.700,91.2
152.750,91.2
152.800,91.2
152.850,91.2
152.900,91.2
152.950,91.2
153.000,91.2
153.050,91.2
153.100,91.2
153.150,91.2
153.200,91.2
153.250,91.2
153.300,91.2
153.350,91.2
153.400,91.2
153.450,91.2
153.500,91.2
153.550,91.2
153.600,91.2
153.650,91.2
153.700,91.2
153.750,91.2
153.800,91.2
153.850,91.2
153.900,91.2
153.950,91.2
154.000,91.2
154.050,91.2
154.100,91.2
154.150,91.2
154.200,91.2
154.250,91.2
154.300,91.2
154.350,91.2
154.400,91.2
154.450,91.2
154.500,91.2
154.550,91.2
154.600,91.2
154.650,91.2
154.700,91.2
154.750,91.2
154.800,91.2
154.850,91.2
154.900,91.2
154.950,91.2
155.000,91.2
155.050,91.2
155.100,91.2
155.150,91.2
155.200,91.2
155.250,91.2
155.300,91.2
155.350,91.2
155.400,91.1
155.450,91.1
155.500,91.1
155.550,91.1
155.600,91.1
155.650,91.1
155.700,91.1
155.750,91.1
155.800,91.1
155.850,91.1
155.900,91.1
155.950,91.1
156.000,91.1
156.050,91.1
156.100,91.1
156.150,91.1
156.200,91.1
156.250,91.1
156.300,91.1
156.350,91.1
156.400,91.1
156.450,91.1
156.500,91.1
156.550,91.1
156.600,91.1
156.650,91.1
156.700,91.1
156.750,91.1
156.800,91.1
156.850,91.1
156.900,91.1
156.950,91.1
157.000,91.0
157.050,91.0
157.100,91.0
157.150,91.0
157.200,91.0
157.250,91.0
157.300,91.0
157.350,91.0
157.400,91.0
157.450,91.0
157.500,91.0
157.550,91.0
157.600,91.0
157.650,91.0
157.700,91.0
157.750,91.0
157.800,91.0
157.850,91.0
157.900,91.0
157.950,91.0
158.000,91.0
158.050,91.0
158.100,91.0
158.150,91.0
158.200,91.0
158.250,91.0
158.300,91.0
158.350,91.0
158.400,90.9
158.450,91.0
158.500,90.9
158.550,90.9
158.600,90.9
158.650,90.9
158.700,90.9
158.750,90.9
158.800,90.9
158.850,90.9
158.900,90.9
158.950,90.9
159.000,90.9
159.050,90.9
159.100,90.9
159.150,90.9
159.200,90.9
159.250,90.9
159.300,90.9
159.350,90.9
159.400,90.9
159.450,90.9
159.500,90.9
159.550,90.9
159.600,90.9
159.650,90.9
159.700,90.9
159.750,90.9
159.800,90.9
159.850,90.9
159.900,90.9
159.950,90.9
160.000,90.9
160.050,90.9
160.100,91.0
160.150,91.0
160.200,91.0
160.250,91.0
160.300,91.0
160.350,91.0
160.400,91.0
160.450,91.0
160.500,91.0
160.550,91.0
160.600,91.0
160.650,91.0
160.700,91.0
160.750,91.0
160.800,91.0
160.850,91.0
160.900,91.0
160.950,91.1
161.000,91.1
161.050,91.1
161.100,91.1
161.150,91.1
161.200,91.1
161.250,91.1
161.300,91.1
161.350,91.1
161.400,91.1
161.450,91.1
161.500,91.1
161.550,91.1
161.600,91.1
161.650,91.1
161.700,91.1
161.750,91.1
161.800,91.1
161.850,91.1
161.900,91.1
161.950,91.1
162.000,91.1
162.050,91.1
162.100,91.1
162.150,91.1
162.200,91.1
162.250,91.1
162.300,91.1
162.350,91.1
162.400,91.1
162.450,91.1
162.500,91.1
162.550,91.1
162.600,91.1
162.650,91.1
162.700,91.1
162.750,91.1
162.800,91.1
162.850,91.1
162.900,91.1
162.950,91.1
163.000,91.1
163.050,91.1
163.100,91.1
163.150,91.1
163.200,91.1
163.250,91.1
163.300,91.1
163.350,91.1
163.400,91.1
163.450,91.1
163.500,91.0
163.550,91.0
163.600,91.0
163.650,91.0
163.700,91.0
163.750,91.0
163.800,91.0
163.850,91.0
163.900,91.0
163.950,91.0
164.000,91.0
164.050,91.0
164.100,91.0
164.150,91.0
164.200,91.0
164.250,91.0
164.300,91.0
164.350,90.9
164.400,90.9
164.450,90.9
164.500,90.9
164.550,90.9
164.600,90.9
164.650,90.9
164.700,90.9
164.750,90.9
164.800,90.9
164.850,90.9
164.900,90.9
164.950,90.9
165.000,90.9
165.050,90.9
165.100,90.9
165.150,90.8
165.200,90.8
165.250,90.8
165.300,90.8
165.350,90.8
165.400,90.8
165.450,90.8
165.500,90.8
165.550,90.8
165.600,90.8
165.650,90.8
165.700,90.8
165.750,90.8
165.800,90.8
165.850,90.8
165.900,90.8
165.950,90.8
166.000,90.8
166.050,90.8
166.100,90.8
166.150,90.8
166.200,90.8
166.250,90.8
166.300,90.8
166.350,90.8
166.400,90.8
166.450,90.8
166.500,90.8
166.550,90.8
166.600,90.8
166.650,90.7
166.700,90.7
166.750,90.7
166.800,90.7
166.850,90.7
166.900,90.7
166.950,90.7
167.000,90.7
167.050,90.7
167.100,90.7
167.150,90.7
167.200,90.7
167.250,90.7
167.300,90.7
167.350,90.7
167.400,90.7
167.450,90.7
167.500,90.7
167.550,90.6
167.600,90.6
167.650,90.6
167.700,90.6
167.750,90.6
167.800,90.6
167.850,90.6
167.900,90.6
167.950,90.6
168.000,90.6
168.050,90.6
168.100,90.6
168.150,90.6
168.200,90.5
168.250,90.5
168.300,90.5
168.350,90.5
168.400,90.5
168.450,90.5
168.500,90.5
168.550,90.5
168.600,90.5
168.650,90.5
168.700,90.5
168.750,90.5
168.800,90.4
168.850,90.4
168.900,90.4
168.950,90.4
169.000,90.4
169.050,90.4
169.100,90.4
169.150,90.4
169.200,90.4
169.250,90.4
169.300,90.4
169.350,90.4
169.400,90.4
169.450,90.3
169.500,90.3
169.550,90.3
169.600,90.3
169.650,90.3
169.700,90.3
169.750,90.3
169.800,90.3
169.850,90.3
169.900,90.3
169.950,90.3
170.000,90.3
170.050,90.3
170.100,90.3
170.150,90.3
170.200,90.3
170.250,90.3
170.300,90.3
170.350,90.3
170.400,90.3
170.450,90.3
170.500,90.3
170.550,90.3
170.600,90.2
170.650,90.2
170.700,90.2
170.750,90.2
170.800,90.2
170.850,90.2
170.900,90.2
170.950,90.2
171.000,90.2
171.050,90.2
171.100,90.2
171.150,90.2
171.200,90.2
171.250,90.2
171.300,90.2
171.350,90.2
171.400,90.2
171.450,90.2
171.500,90.2
171.550,90.2
171.600,90.2
171.650,90.2
171.700,90.2
171.750,90.2
171.800,90.2
171.850,90.2
171.900,90.2
171.950,90.2
172.000,90.2
172.050,90.2
172.100,90.2
172.150,90.2
172.200,90.2
172.250,90.2
172.300,90.2
172.350,90.2
172.400,90.2
172.450,90.2
172.500,90.2
172.550,90.2
172.600,90.2
172.650,90.2
172.700,90.2
172.750,90.2
172.800,90.2
172.850,90.2
172.900,90.2
172.950,90.2
173.000,90.2
173.050,90.2
173.100,90.2
173.150,90.2
173.200,90.2
173.250,90.2
173.300,90.2
173.350,90.2
173.400,90.2
173.450,90.2
173.500,90.2
173.550,90.2
173.600,90.2
173.650,90.2
