"Time (s) Run #4","Temperature (°C) Run #4"
173.700,90.2
173.750,90.2
173.800,90.2
173.850,90.2
173.900,90.2
173.950,90.2
174.000,90.1
174.050,90.2
174.100,90.1
174.150,90.1
174.200,90.1
174.250,90.2
174.300,90.1
174.350,90.2
174.400,90.2
174.450,90.1
174.500,90.1
174.550,90.2
174.600,90.2
174.650,90.2
174.700,90.2
174.750,90.2
174.800,90.2
174.850,90.2
174.900,90.2
174.950,90.2
175.000,90.2
175.050,90.2
175.100,90.2
175.150,90.2
175.200,90.2
175.250,90.2
175.300,90.2
175.350,90.2
175.400,90.2
175.450,90.2
175.500,90.2
175.550,90.2
175.600,90.2
175.650,90.2
175.700,90.2
175.750,90.2
175.800,90.2
175.850,90.2
175.900,90.2
175.950,90.2
176.000,90.2
176.050,90.2
176.100,90.2
176.150,90.2
176.200,90.2
176.250,90.2
176.300,90.2
176.350,90.2
176.400,90.2
176.450,90.2
176.500,90.2
176.550,90.2
176.600,90.2
176.650,90.2
176.700,90.2
176.750,90.2
176.800,90.2
176.850,90.2
176.900,90.2
176.950,90.2
177.000,90.2
177.050,90.2
177.100,90.2
177.150,90.2
177.200,90.2
177.250,90.2
177.300,90.2
177.350,90.2
177.400,90.2
177.450,90.2
177.500,90.2
177.550,90.2
177.600,90.2
177.650,90.2
177.700,90.2
177.750,90.2
177.800,90.2
177.850,90.2
177.900,90.2
177.950,90.2
178.000,90.2
178.050,90.2
178.100,90.2
178.150,90.2
178.200,90.2
178.250,90.2
178.300,90.2
178.350,90.2
178.400,90.2
178.450,90.2
178.500,90.2
178.550,90.2
178.600,90.2
178.650,90.2
178.700,90.2
178.750,90.2
178.800,90.2
178.850,90.2
178.900,90.2
178.950,90.2
179.000,90.2
179.050,90.2
179.100,90.2
179.150,90.2
179.200,90.2
179.250,90.2
179.300,90.2
179.350,90.2
179.400,90.2
179.450,90.2
179.500,90.2
179.550,90.2
179.600,90.2
179.650,90.2
179.700,90.2
179.750,90.2
179.800,90.2
179.850,90.2
179.900,90.2
179.950,90.2
180.000,90.2
180.050,90.2
180.100,90.2
180.150,90.2
180.200,90.2
180.250,90.2
180.300,90.2
180.350,90.2
180.400,90.2
180.450,90.2
180.500,90.2
180.550,90.2
180.600,90.2
180.650,90.2
180.700,90.2
180.750,90.2
180.800,90.2
180.850,90.2
180.900,90.2
180.950,90.2
181.000,90.2
181.050,90.2
181.100,90.2
181.150,90.2
181.200,90.2
181.250,90.2
181.300,90.2
181.350,90.1
181.400,90.1
181.450,90.1
181.500,90.1
181.550,90.1
181.600,90.1
181.650,90.1
181.700,90.1
181.750,90.1
181.800,90.1
181.850,90.1
181.900,90.1
181.950,90.1
182.000,90.1
182.050,90.1
182.100,90.1
182.150,90.1
182.200,90.1
182.250,90.1
182.300,90.1
182.350,90.1
182.400,90.1
182.450,90.0
182.500,90.0
182.550,90.0
182.600,90.0
182.650,90.0
182.700,90.0
182.750,90.0
182.800,90.0
182.850,90.0
182.900,90.0
182.950,90.0
183.000,90.0
183.050,90.0
183.100,90.0
183.150,90.0
183.200,90.0
183.250,90.0
183.300,90.0
183.350,90.0
183.400,90.0
183.450,90.0
183.500,90.0
183.550,89.9
183.600,89.9
183.650,89.9
183.700,89.9
183.750,89.9
183.800,89.9
183.850,89.9
183.900,89.9
183.950,89.9
184.000,89.9
184.050,89.9
184.100,89.9
184.150,89.9
184.200,89.9
184.250,89.9
184.300,89.9
184.350,89.9
184.400,89.9
184.450,89.9
184.500,89.9
184.550,89.9
184.600,89.9
184.650,89.9
184.700,89.9
184.750,90.0
184.800,90.0
184.850,90.0
184.900,90.0
184.950,90.0
185.000,90.0
185.050,90.0
185.100,90.0
185.150,90.0
185.200,90.0
185.250,90.0
185.300,90.0
185.350,90.0
185.400,90.0
185.450,90.0
185.500,90.0
185.550,90.0
185.600,90.0
185.650,90.0
185.700,90.0
185.750,90.0
185.800,90.0
185.850,90.0
185.900,90.0
185.950,90.0
186.000,90.0
186.050,90.0
186.100,90.0
186.150,90.0
186.200,90.0
186.250,90.0
186.300,90.0
186.350,90.0
186.400,90.0
186.450,90.0
186.500,90.0
186.550,90.0
186.600,90.1
186.650,90.1
186.700,90.1
186.750,90.1
186.800,90.1
186.850,90.1
186.900,90.1
186.950,90.1
187.000,90.1
187.050,90.1
187.100,90.1
187.150,90.1
187.200,90.1
187.250,90.1
187.300,90.1
187.350,90.1
187.400,90.1
187.450,90.1
187.500,90.1
187.550,90.1
187.600,90.1
187.650,90.1
187.700,90.1
187.750,90.2
187.800,90.2
187.850,90.2
187.900,90.2
187.950,90.2
188.000,90.2
188.050,90.2
188.100,90.2
188.150,90.2
188.200,90.2
188.250,90.2
188.300,90.2
188.350,90.2
188.400,90.1
188.450,90.1
188.500,90.2
188.550,90.2
188.600,90.1
188.650,90.1
188.700,90.1
188.750,90.1
188.800,90.1
188.850,90.1
188.900,90.1
188.950,90.1
189.000,90.1
189.050,90.1
189.100,90.1
189.150,90.1
189.200,90.1
189.250,90.1
189.300,90.1
189.350,90.1
189.400,90.1
189.450,90.1
189.500,90.1
189.550,90.1
189.600,90.1
189.650,90.1
189.700,90.1
189.750,90.1
189.800,90.1
189.850,90.1
189.900,90.1
189.950,90.1
190.000,90.1
190.050,90.0
190.100,90.0
190.150,90.0
190.200,90.0
190.250,90.0
190.300,90.0
190.350,90.0
190.400,90.0
190.450,90.0
190.500,90.0
190.550,90.0
190.600,90.0
190.650,90.0
190.700,90.0
190.750,90.0
190.800,90.0
190.850,90.0
190.900,90.0
190.950,89.9
191.000,89.9
191.050,89.9
191.100,89.9
191.150,89.9
191.200,89.9
191.250,89.9
191.300,89.9
191.350,89.9
191.400,89.9
191.450,89.9
191.500,89.9
191.550,89.9
191.600,89.9
191.650,89.9
191.700,89.9
191.750,89.9
191.800,89.9
191.850,89.9
191.900,89.8
191.950,89.8
192.000,89.8
192.050,89.8
192.100,89.8
192.150,89.8
192.200,89.8
192.250,89.8
192.300,89.8
192.350,89.8
192.400,89.8
192.450,89.8
192.500,89.8
192.550,89.8
192.600,89.8
192.650,89.8
192.700,89.8
192.750,89.8
192.800,89.8
192.850,89.8
192.900,89.8
192.950,89.8
193.000,89.8
193.050,89.8
193.100,89.8
193.150,89.8
193.200,89.8
193.250,89.8
193.300,89.8
193.350,89.8
193.400,89.8
193.450,89.8
193.500,89.8
193.550,89.8
193.600,89.8
193.650,89.8
193.700,89.8
193.750,89.8
193.800,89.8
193.850,89.8
193.900,89.8
193.950,89.8
194.000,89.8
194.050,89.9
194.100,89.8
194.150,89.8
194.200,89.9
194.250,89.8
194.300,89.8
194.350,89.9
194.400,89.8
194.450,89.8
194.500,89.8
194.550,89.8
194.600,89.8
194.650,89.8
194.700,89.8
194.750,89.8
194.800,89.8
194.850,89.8
194.900,89.8
194.950,89.8
195.000,89.8
195.050,89.8
195.100,89.8
195.150,89.8
195.200,89.8
195.250,89.8
195.300,89.8
195.350,89.8
195.400,89.8
195.450,89.8
195.500,89.8
195.550,89.8
195.600,89.8
195.650,89.8
195.700,89.8
195.750,89.8
195.800,89.8
195.850,89.8
195.900,89.7
195.950,89.7
196.000,89.7
196.050,89.7
196.100,89.7
196.150,89.7
196.200,89.7
196.250,89.7
196.300,89.7
196.350,89.7
196.400,89.7
196.450,89.7
196.500,89.7
196.550,89.7
196.600,89.7
196.650,89.7
196.700,89.7
196.750,89.7
196.800,89.7
196.850,89.7
196.900,89.7
196.950,89.7
197.000,89.7
197.050,89.6
197.100,89.6
197.150,89.6
197.200,89.6
197.250,89.6
197.300,89.6
197.350,89.6
197.400,89.6
197.450,89.6
197.500,89.6
197.550,89.6
197.600,89.6
197.650,89.6
197.700,89.6
197.750,89.6
197.800,89.6
197.850,89.6
197.900,89.6
197.950,89.6
198.000,89.6
198.050,89.6
198.100,89.6
198.150,89.5
198.200,89.5
198.250,89.5
198.300,89.5
198.350,89.5
198.400,89.5
198.450,89.5
198.500,89.5
198.550,89.5
198.600,89.5
198.650,89.5
198.700,89.5
198.750,89.5
198.800,89.5
198.850,89.5
198.900,89.5
198.950,89.5
199.000,89.5
199.050,89.5
199.100,89.5
199.150,89.5
199.200,89.5
199.250,89.4
199.300,89.4
199.350,89.4
199.400,89.4
199.450,89.4
199.500,89.4
199.550,89.4
199.600,89.4
199.650,89.4
199.700,89.4
199.750,89.4
199.800,89.4
199.850,89.4
199.900,89.4
199.950,89.4
200.000,89.4
200.050,89.4
200.100,89.4
200.150,89.4
200.200,89.4
200.250,89.4
200.300,89.4
200.350,89.4
200.400,89.4
200.450,89.4
200.500,89.4
200.550,89.4
200.600,89.4
200.650,89.4
200.700,89.4
200.750,89.4
200.800,89.4
200.850,89.4
200.900,89.4
200.950,89.4
201.000,89.4
201.050,89.4
201.100,89.4
201.150,89.4
201.200,89.4
201.250,89.4
201.300,89.4
201.350,89.4
201.400,89.4
201.450,89.4
201.500,89.4
201.550,89.4
201.600,89.4
201.650,89.4
201.700,89.4
201.750,89.4
201.800,89.4
201.850,89.4
201.900,89.4
201.950,89.4
202.000,89.4
202.050,89.4
202.100,89.4
202.150,89.4
202.200,89.4
202.250,89.4
202.300,89.4
202.350,89.4
202.400,89.4
202.450,89.4
202.500,89.4
202.550,89.4
202.600,89.4
202.650,89.4
202.700,89.4
202.750,89.4
202.800,89.4
202.850,89.4
202.900,89.4
202.950,89.4
203.000,89.4
203.050,89.4
203.100,89.4
203.150,89.4
203.200,89.4
203.250,89.4
203.300,89.4
203.350,89.4
203.400,89.4
203.450,89.4
203.500,89.4
203.550,89.4
203.600,89.4
203.650,89.4
203.700,89.4
203.750,89.4
203.800,89.4
203.850,89.4
203.900,89.4
203.950,89.4
204.000,89.4
204.050,89.4
204.100,89.4
204.150,89.4
204.200,89.4
204.250,89.4
204.300,89.4
204.350,89.4
204.400,89.4
204.450,89.4
204.500,89.4
204.550,89.4
204.600,89.4
204.650,89.4
204.700,89.4
204.750,89.3
204.800,89.4
204.850,89.3
204.900,89.3
204.950,89.3
205.000,89.3
205.050,89.3
205.100,89.3
205.150,89.3
205.200,89.3
205.250,89.3
205.300,89.3
205.350,89.3
205.400,89.3
205.450,89.3
205.500,89.3
205.550,89.3
205.600,89.3
205.650,89.3
205.700,89.3
205.750,89.2
205.800,89.2
205.850,89.2
205.900,89.2
205.950,89.2
206.000,89.2
206.050,89.2
206.100,89.2
206.150,89.2
206.200,89.2
206.250,89.2
206.300,89.2
206.350,89.2
206.400,89.2
206.450,89.2
206.500,89.2
206.550,89.2
206.600,89.2
206.650,89.2
206.700,89.2
206.750,89.2
206.800,89.2
206.850,89.1
206.900,89.1
206.950,89.1
207.000,89.1
207.050,89.1
207.100,89.1
207.150,89.1
207.200,89.1
207.250,89.1
207.300,89.1
207.350,89.1
207.400,89.1
207.450,89.1
207.500,89.1
207.550,89.1
207.600,89.1
207.650,89.1
207.700,89.1
207.750,89.1
207.800,89.1
207.850,89.1
207.900,89.1
207.950,89.1
208.000,89.1
208.050,89.1
208.100,89.1
208.150,89.1
208.200,89.1
208.250,89.1
208.300,89.1
208.350,89.1
208.400,89.1
208.450,89.1
208.500,89.1
208.550,89.1
208.600,89.1
208.650,89.1
208.700,89.1
208.750,89.1
208.800,89.1
208.850,89.1
208.900,89.1
208.950,89.1
209.000,89.1
209.050,89.1
209.100,89.1
209.150,89.1
209.200,89.1
209.250,89.1
209.300,89.1
209.350,89.1
209.400,89.1
209.450,89.1
209.500,89.1
209.550,89.1
209.600,89.1
209.650,89.2
209.700,89.2
209.750,89.2
209.800,89.2
209.850,89.2
209.900,89.2
209.950,89.2
210.000,89.2
210.050,89.2
210.100,89.2
210.150,89.2
210.200,89.2
210.250,89.2
210.300,89.2
210.350,89.2
210.400,89.2
210.450,89.2
210.500,89.2
210.550,89.2
210.600,89.2
210.650,89.2
210.700,89.2
210.750,89.3
210.800,89.3
210.850,89.3
210.900,89.3
210.950,89.3
211.000,89.3
211.050,89.3
211.100,89.3
211.150,89.3
211.200,89.3
211.250,89.3
211.300,89.3
211.350,89.3
211.400,89.3
211.450,89.3
211.500,89.3
211.550,89.3
211.600,89.3
211.650,89.3
211.700,89.3
211.750,89.3
211.800,89.3
211.850,89.3
211.900,89.3
211.950,89.3
212.000,89.3
212.050,89.3
212.100,89.3
212.150,89.3
212.200,89.3
212.250,89.3
212.300,89.3
212.350,89.4
212.400,89.4
212.450,89.4
212.500,89.4
212.550,89.4
212.600,89.4
212.650,89.4
212.700,89.4
212.750,89.4
212.800,89.4
212.850,89.4
212.900,89.4
212.950,89.4
213.000,89.4
213.050,89.4
213.100,89.4
213.150,89.4
213.200,89.4
213.250,89.4
213.300,89.4
213.350,89.4
213.400,89.4
213.450,89.4
213.500,89.4
213.550,89.4
213.600,89.4
213.650,89.4
213.700,89.4
213.750,89.3
213.800,89.3
213.850,89.3
213.900,89.3
213.950,89.3
214.000,89.3
214.050,89.3
214.100,89.3
214.150,89.3
214.200,89.3
214.250,89.3
214.300,89.3
214.350,89.3
214.400,89.3
214.450,89.3
214.500,89.3
214.550,89.3
214.600,89.3
214.650,89.3
214.700,89.3
214.750,89.3
214.800,89.3
214.850,89.3
214.900,89.3
214.950,89.3
215.000,89.3
215.050,89.3
215.100,89.3
215.150,89.3
215.200,89.3
215.250,89.3
215.300,89.3
215.350,89.3
215.400,89.3
215.450,89.3
215.500,89.3
215.550,89.3
215.600,89.3
215.650,89.3
215.700,89.3
215.750,89.3
215.800,89.3
215.850,89.3
215.900,89.3
215.950,89.3
216.000,89.3
216.050,89.3
216.100,89.3
216.150,89.3
216.200,89.3
216.250,89.3
216.300,89.3
216.350,89.3
216.400,89.3
216.450,89.2
216.500,89.3
216.550,89.3
216.600,89.2
216.650,89.2
216.700,89.2
216.750,89.2
216.800,89.2
216.850,89.2
216.900,89.2
216.950,89.2
217.000,89.2
217.050,89.2
217.100,89.2
217.150,89.2
217.200,89.2
217.250,89.2
217.300,89.2
217.350,89.2
217.400,89.2
217.450,89.2
217.500,89.2
217.550,89.2
217.600,89.2
217.650,89.2
217.700,89.2
217.750,89.2
217.800,89.2
217.850,89.2
217.900,89.2
217.950,89.1
218.000,89.2
218.050,89.1
218.100,89.1
218.150,89.1
218.200,89.1
218.250,89.1
218.300,89.1
218.350,89.1
218.400,89.1
218.450,89.1
218.500,89.1
218.550,89.1
218.600,89.1
218.650,89.1
218.700,89.1
218.750,89.1
218.800,89.1
218.850,89.1
218.900,89.1
218.950,89.1
219.000,89.1
219.050,89.1
219.100,89.1
219.150,89.1
219.200,89.1
219.250,89.1
219.300,89.0
219.350,89.0
219.400,89.0
219.450,89.0
219.500,89.0
219.550,89.0
219.600,89.0
219.650,89.0
219.700,89.0
219.750,89.0
219.800,89.0
219.850,89.0
219.900,89.0
219.950,88.9
220.000,88.9
220.050,88.9
220.100,88.9
220.150,88.9
220.200,88.9
220.250,88.9
220.300,88.9
220.350,88.9
220.400,88.9
220.450,88.9
220.500,88.9
220.550,88.9
220.600,88.9
220.650,88.9
220.700,88.8
220.750,88.8
220.800,88.8
220.850,88.8
220.900,88.8
220.950,88.8
221.000,88.8
221.050,88.8
221.100,88.8
221.150,88.8
221.200,88.8
221.250,88.8
221.300,88.8
221.350,88.8
221.400,88.8
221.450,88.8
221.500,88.8
221.550,88.7
221.600,88.7
221.650,88.7
221.700,88.7
221.750,88.7
221.800,88.7
221.850,88.7
221.900,88.7
221.950,88.7
222.000,88.7
222.050,88.7
222.100,88.7
222.150,88.7
222.200,88.7
222.250,88.7
222.300,88.7
222.350,88.7
222.400,88.7
222.450,88.7
222.500,88.7
222.550,88.7
222.600,88.6
222.650,88.6
222.700,88.6
222.750,88.6
222.800,88.6
222.850,88.6
222.900,88.6
222.950,88.6
223.000,88.6
223.050,88.6
223.100,88.6
223.150,88.6
223.200,88.6
223.250,88.6
223.300,88.6
223.350,88.6
223.400,88.6
223.450,88.6
223.500,88.6
223.550,88.6
223.600,88.6
223.650,88.6
223.700,88.6
223.750,88.6
223.800,88.6
223.850,88.6
223.900,88.6
223.950,88.6
224.000,88.6
224.050,88.6
224.100,88.6
224.150,88.6
224.200,88.6
224.250,88.6
224.300,88.6
224.350,88.6
224.400,88.6
224.450,88.6
224.500,88.6
224.550,88.6
224.600,88.6
224.650,88.6
224.700,88.6
224.750,88.6
224.800,88.6
224.850,88.6
224.900,88.5
224.950,88.5
225.000,88.5
225.050,88.5
225.100,88.5
225.150,88.5
225.200,88.5
225.250,88.5
225.300,88.5
225.350,88.5
225.400,88.5
225.450,88.5
225.500,88.5
225.550,88.5
225.600,88.5
225.650,88.5
225.700,88.5
225.750,88.5
225.800,88.5
225.850,88.5
225.900,88.5
225.950,88.5
226.000,88.5
226.050,88.5
226.100,88.5
226.150,88.5
226.200,88.5
226.250,88.4
226.300,88.4
226.350,88.4
226.400,88.4
226.450,88.4
226.500,88.4
226.550,88.4
226.600,88.4
226.650,88.4
226.700,88.4
226.750,88.4
226.800,88.4
226.850,88.4
226.900,88.4
226.950,88.4
227.000,88.4
227.050,88.4
227.100,88.4
227.150,88.4
227.200,88.4
227.250,88.4
227.300,88.4
227.350,88.4
227.400,88.4
227.450,88.4
227.500,88.4
227.550,88.4
227.600,88.4
227.650,88.4
227.700,88.4
227.750,88.4
227.800,88.4
227.850,88.4
227.900,88.4
227.950,88.4
228.000,88.4
228.050,88.4
228.100,88.4
228.150,88.4
228.200,88.4
228.250,88.4
228.300,88.4
228.350,88.4
228.400,88.4
228.450,88.4
228.500,88.4
228.550,88.4
228.600,88.4
228.650,88.4
228.700,88.4
228.750,88.4
228.800,88.4
228.850,88.4
228.900,88.4
228.950,88.4
229.000,88.4
229.050,88.4
229.100,88.4
229.150,88.4
229.200,88.4
229.250,88.4
229.300,88.4
229.350,88.4
229.400,88.4
229.450,88.4
229.500,88.4
229.550,88.4
229.600,88.4
229.650,88.4
229.700,88.4
229.750,88.4
229.800,88.4
229.850,88.4
229.900,88.4
229.950,88.4
230.000,88.4
230.050,88.4
230.100,88.3
230.150,88.3
230.200,88.3
230.250,88.3
230.300,88.3
230.350,88.3
230.400,88.3
230.450,88.3
230.500,88.3
230.550,88.3
230.600,88.3
230.650,88.3
230.700,88.3
230.750,88.3
230.800,88.3
230.850,88.3
230.900,88.3
230.950,88.3
231.000,88.3
231.050,88.3
231.100,88.3
231.150,88.3
231.200,88.3
231.250,88.3
231.300,88.3
231.350,88.3
231.400,88.3
231.450,88.3
231.500,88.3
231.550,88.3
231.600,88.3
231.650,88.3
231.700,88.2
231.750,88.2
231.800,88.2
231.850,88.2
231.900,88.2
231.950,88.2
232.000,88.2
232.050,88.2
232.100,88.2
232.150,88.2
232.200,88.2
232.250,88.2
232.300,88.2
232.350,88.2
232.400,88.2
232.450,88.2
232.500,88.2
232.550,88.2
232.600,88.2
232.650,88.2
232.700,88.2
232.750,88.2
232.800,88.2
232.850,88.2
232.900,88.2
232.950,88.2
233.000,88.2
233.050,88.2
233.100,88.2
233.150,88.2
233.200,88.2
233.250,88.2
233.300,88.2
233.350,88.2
233.400,88.2
233.450,88.2
233.500,88.2
233.550,88.2
233.600,88.2
233.650,88.2
233.700,88.2
233.750,88.2
233.800,88.2
233.850,88.2
233.900,88.2
233.950,88.2
234.000,88.2
234.050,88.2
234.100,88.2
234.150,88.2
234.200,88.2
234.250,88.2
234.300,88.2
234.350,88.2
234.400,88.2
234.450,88.1
234.500,88.1
234.550,88.1
234.600,88.1
234.650,88.1
234.700,88.1
234.750,88.1
234.800,88.1
234.850,88.1
234.900,88.1
234.950,88.1
235.000,88.1
235.050,88.1
235.100,88.1
235.150,88.1
235.200,88.1
235.250,88.1
235.300,88.1
235.350,88.0
235.400,88.0
235.450,88.0
235.500,88.0
235.550,88.0
235.600,88.0
235.650,88.0
235.700,88.0
235.750,88.0
235.800,88.0
235.850,88.0
235.900,88.0
235.950,88.0
236.000,88.0
236.050,88.0
236.100,88.0
236.150,88.0
236.200,88.0
236.250,88.0
236.300,88.0
236.350,87.9
236.400,87.9
236.450,87.9
236.500,87.9
236.550,87.9
236.600,87.9
236.650,87.9
236.700,87.9
236.750,87.9
236.800,87.9
236.850,87.9
236.900,87.9
236.950,87.9
237.000,87.9
237.050,87.9
237.100,87.9
237.150,87.8
237.200,87.8
237.250,87.8
237.300,87.8
237.350,87.8
237.400,87.8
237.450,87.8
237.500,87.8
237.550,87.8
237.600,87.8
237.650,87.8
237.700,87.8
237.750,87.8
237.800,87.8
237.850,87.8
237.900,87.8
237.950,87.8
238.000,87.7
238.050,87.7
238.100,87.7
238.150,87.7
238.200,87.7
238.250,87.7
238.300,87.7
238.350,87.7
238.400,87.7
238.450,87.7
238.500,87.7
238.550,87.7
238.600,87.7
238.650,87.7
238.700,87.7
238.750,87.7
238.800,87.7
238.850,87.6
238.900,87.6
238.950,87.6
239.000,87.6
239.050,87.6
239.100,87.6
239.150,87.6
239.200,87.6
239.250,87.6
239.300,87.6
239.350,87.6
239.400,87.6
239.450,87.6
239.500,87.6
239.550,87.6
239.600,87.6
239.650,87.6
239.700,87.6
239.750,87.6
239.800,87.6
239.850,87.6
239.900,87.6
239.950,87.6
240.000,87.6
240.050,87.6
240.100,87.6
240.150,87.6
240.200,87.6
240.250,87.6
240.300,87.6
240.350,87.6
240.400,87.6
240.450,87.6
240.500,87.7
240.550,87.7
240.600,87.7
240.650,87.7
240.700,87.7
240.750,87.7
240.800,87.7
240.850,87.7
240.900,87.7
240.950,87.7
241.000,87.7
241.050,87.7
241.100,87.7
241.150,87.8
241.200,87.8
241.250,87.8
241.300,87.8
241.350,87.8
241.400,87.8
241.450,87.8
241.500,87.8
241.550,87.8
241.600,87.8
241.650,87.8
241.700,87.8
241.750,87.8
241.800,87.8
241.850,87.8
241.900,87.8
241.950,87.8
242.000,87.8
242.050,87.8
242.100,87.8
242.150,87.8
242.200,87.8
242.250,87.8
242.300,87.8
242.350,87.8
242.400,87.8
242.450,87.8
242.500,87.8
242.550,87.8
242.600,87.8
242.650,87.8
242.700,87.8
242.750,87.8
242.800,87.8
242.850,87.8
242.900,87.8
242.950,87.8
243.000,87.8
243.050,87.8
243.100,87.8
243.150,87.8
243.200,87.8
243.250,87.8
243.300,87.8
243.350,87.8
243.400,87.8
243.450,87.8
243.500,87.8
243.550,87.8
243.600,87.8
243.650,87.8
243.700,87.8
243.750,87.8
243.800,87.8
243.850,87.8
243.900,87.8
243.950,87.8
244.000,87.8
244.050,87.8
244.100,87.8
244.150,87.8
244.200,87.8
244.250,87.8
244.300,87.8
244.350,87.8
244.400,87.8
244.450,87.8
244.500,87.8
244.550,87.8
244.600,87.8
244.650,87.8
244.700,87.8
244.750,87.8
244.800,87.8
244.850,87.8
244.900,87.8
244.950,87.8
245.000,87.8
245.050,87.8
245.100,87.8
245.150,87.8
245.200,87.8
245.250,87.8
245.300,87.8
245.350,87.8
245.400,87.8
245.450,87.8
245.500,87.8
245.550,87.8
245.600,87.8
245.650,87.8
245.700,87.8
245.750,87.8
245.800,87.8
245.850,87.8
245.900,87.8
245.950,87.8
246.000,87.8
246.050,87.8
246.100,87.8
246.150,87.8
246.200,87.8
246.250,87.8
246.300,87.8
246.350,87.7
246.400,87.7
246.450,87.7
246.500,87.7
246.550,87.7
246.600,87.7
246.650,87.7
246.700,87.7
246.750,87.7
246.800,87.7
246.850,87.7
246.900,87.7
246.950,87.7
247.000,87.7
247.050,87.7
247.100,87.7
247.150,87.7
247.200,87.7
247.250,87.7
247.300,87.7
247.350,87.7
247.400,87.6
247.450,87.6
247.500,87.6
247.550,87.6
247.600,87.6
247.650,87.6
247.700,87.6
247.750,87.6
247.800,87.6
247.850,87.6
247.900,87.6
247.950,87.6
248.000,87.6
248.050,87.6
248.100,87.6
248.150,87.6
248.200,87.6
248.250,87.6
248.300,87.6
248.350,87.6
248.400,87.6
248.450,87.5
248.500,87.5
248.550,87.5
248.600,87.5
248.650,87.5
248.700,87.5
248.750,87.5
248.800,87.5
248.850,87.5
248.900,87.5
248.950,87.5
249.000,87.5
249.050,87.5
249.100,87.5
249.150,87.5
249.200,87.5
249.250,87.5
249.300,87.5
249.350,87.5
249.400,87.5
249.450,87.5
249.500,87.5
249.550,87.5
249.600,87.5
249.650,87.5
249.700,87.5
249.750,87.5
249.800,87.5
249.850,87.5
249.900,87.5
249.950,87.4
250.000,87.4
250.050,87.4
250.100,87.4
250.150,87.4
250.200,87.4
250.250,87.4
250.300,87.4
250.350,87.4
250.400,87.4
250.450,87.4
250.500,87.4
250.550,87.4
250.600,87.4
250.650,87.4
250.700,87.4
250.750,87.4
250.800,87.4
250.850,87.4
250.900,87.4
250.950,87.4
251.000,87.4
251.050,87.4
251.100,87.4
251.150,87.4
251.200,87.4
251.250,87.4
251.300,87.4
251.350,87.4
251.400,87.4
251.450,87.4
251.500,87.4
251.550,87.4
251.600,87.4
251.650,87.4
251.700,87.4
251.750,87.4
251.800,87.4
251.850,87.4
251.900,87.4
251.950,87.4
252.000,87.4
252.050,87.4
252.100,87.4
252.150,87.4
252.200,87.4
252.250,87.4
252.300,87.4
252.350,87.4
252.400,87.4
252.450,87.4
252.500,87.4
252.550,87.4
252.600,87.4
252.650,87.4
252.700,87.4
252.750,87.4
252.800,87.4
252.850,87.4
252.900,87.4
252.950,87.4
253.000,87.4
253.050,87.4
253.100,87.4
253.150,87.4
253.200,87.4
253.250,87.4
253.300,87.4
253.350,87.3
253.400,87.4
253.450,87.3
253.500,87.3
253.550,87.3
253.600,87.3
253.650,87.3
253.700,87.3
253.750,87.3
253.800,87.3
253.850,87.3
253.900,87.3
253.950,87.3
254.000,87.3
254.050,87.3
254.100,87.3
254.150,87.3
254.200,87.3
254.250,87.3
254.300,87.3
254.350,87.3
254.400,87.3
254.450,87.3
254.500,87.3
254.550,87.3
254.600,87.3
254.650,87.3
254.700,87.3
254.750,87.3
254.800,87.3
254.850,87.3
254.900,87.3
254.950,87.3
255.000,87.3
255.050,87.3
255.100,87.3
255.150,87.3
255.200,87.3
255.250,87.3
255.300,87.3
255.350,87.2
255.400,87.2
255.450,87.2
255.500,87.2
255.550,87.2
255.600,87.2
255.650,87.2
255.700,87.2
255.750,87.2
255.800,87.2
255.850,87.2
255.900,87.2
255.950,87.2
256.000,87.2
256.050,87.2
256.100,87.2
256.150,87.2
256.200,87.2
256.250,87.2
256.300,87.2
256.350,87.2
256.400,87.2
256.450,87.2
256.500,87.2
256.550,87.2
256.600,87.2
256.650,87.2
256.700,87.2
256.750,87.2
256.800,87.2
256.850,87.2
256.900,87.2
256.950,87.2
257.000,87.2
257.050,87.2
257.100,87.2
257.150,87.2
257.200,87.2
257.250,87.2
257.300,87.2
257.350,87.2
257.400,87.2
257.450,87.2
257.500,87.2
257.550,87.2
257.600,87.2
257.650,87.2
257.700,87.2
257.750,87.2
257.800,87.2
257.850,87.2
257.900,87.2
257.950,87.2
258.000,87.2
258.050,87.2
258.100,87.2
258.150,87.2
258.200,87.2
258.250,87.2
258.300,87.2
258.350,87.2
258.400,87.2
258.450,87.2
258.500,87.2
258.550,87.2
258.600,87.2
258.650,87.2
258.700,87.2
258.750,87.2
258.800,87.2
258.850,87.2
258.900,87.2
258.950,87.2
259.000,87.2
259.050,87.2
259.100,87.1
259.150,87.1
259.200,87.1
259.250,87.1
259.300,87.1
259.350,87.1
259.400,87.1
259.450,87.1
259.500,87.1
259.550,87.1
259.600,87.1
259.650,87.1
259.700,87.1
259.750,87.1
259.800,87.1
259.850,87.1
259.900,87.1
259.950,87.1
260.000,87.1
260.050,87.1
260.100,87.1
260.150,87.1
260.200,87.1
260.250,87.1
260.300,87.1
260.350,87.0
260.400,87.0
260.450,87.0
260.500,87.0
260.550,87.0
260.600,87.0
260.650,87.0
260.700,87.0
260.750,87.0
260.800,87.0
260.850,87.0
260.900,87.0
260.950,87.0
